Konzept-Nr.;Schritt-Nr.;K;AE;AM
mip-K-1;mip-K-1-1;K-RP;AE-RO;AM-S
mip-K-1;mip-K-1-2;K-RP;AE-RO;AM-I
mip-K-1;mip-K-1-3;K-RP;AE-RO;AM-S
mip-K-1;mip-K-1-4;K-RP;AE-RO;AM-I
mip-K-1;mip-K-1-5;K-RP;AE-RO;AM-I
mip-K-1;mip-K-1-6;K-RP;AE-RO;AM-I
mip-K-1;mip-K-1-7;K-RP;AE-RO;AM-I
mip-K-1;mip-K-1-8;K-RP;AE-RO;AM-I
mip-K-1;mip-K-1-9;K-RP;AE-RO;AM-S
mip-K-2;mip-K-2-1;-;-;AM-LN
mip-K-2;mip-K-2-2;K-RP;AE-RO;AM-I
mip-K-2;mip-K-2-3;K-RP;AE-RO;AM-LN
mip-K-2;mip-K-2-4;K-RB;AE-PO;AM-BE
mip-K-2;mip-K-2-5;K-RB;AE-PO;AM-I
mip-K-2;mip-K-2-6;K-RP;AE-RO;AM-LN
mip-K-2;mip-K-2-7;K-RP;AE-RO;AM-I
mip-K-2;mip-K-2-8;K-RB, K-RP;AE-PO, AE-RO;AM-I
mip-K-3;mip-K-3-1;K-RB;AE-PO;AM-I
mip-K-3;mip-K-3-2;K-RP;AE-RO;AM-S
mip-K-3;mip-K-3-3;K-RP;AE-RO;AM-S, AM-B
mip-K-3;mip-K-3-4;K-RP;AE-RO;AM-S
mip-K-3;mip-K-3-5;K-RP;AE-RO;AM-I
mip-K-4;mip-K-4-1;-;AE-KO;AM-K
mip-K-4;mip-K-4-2;-;AE-KO;AM-K
mip-K-4;mip-K-4-3;K-RF;AE-KO;AM-K
mip-K-4;mip-K-4-4;K-RP;AE-RO;AM-K
mip-K-4;mip-K-4-5;K-RP;AE-RO;AM-HB
mip-K-4;mip-K-4-6;K-RP;AE-KO;AM-K
mip-K-4;mip-K-4-7;K-RP;AE-RO;AM-S
mip-K-4;mip-K-4-8;K-RP;AE-RO;AM-HB
mip-K-4;mip-K-4-9;K-RP;AE-RO;AM-K
mip-K-4;mip-K-4-10;K-RP;AE-KO;AM-K
mip-K-4;mip-K-4-11;K-RB;AE-KO;AM-K
mip-K-4;mip-K-4-12;K-RB;AE-PO;AM-S, AM-I
mip-K-5;mip-K-5-1;K-RP;AE-RO;AM-I
mip-K-5;mip-K-5-2;K-RP;AE-RO;AM-I
mip-K-5;mip-K-5-3;K-RP;AE-RO;AM-I
mip-K-5;mip-K-5-4;K-RP;AE-RO;AM-I
mip-K-5;mip-K-5-5;K-RP;AE-RO;AM-I
mip-K-6;mip-K-6-1;K-RF;AE-KO;AM-K
mip-K-6;mip-K-6-2;K-RP;AE-KO;AM-K
mip-K-6;mip-K-6-3;K-RP;AE-RO;AM-S
mip-K-6;mip-K-6-4;K-RB;AE-PO;AM-B
mip-K-6;mip-K-6-5;K-RB;AE-PO;AM-B, AM-S, AM-I
mip-K-7;mip-K-7-1;K-RP;AE-RO;AM-HB
mip-K-7;mip-K-7-2;K-RP;AE-RO;AM-B
mip-K-7;mip-K-7-3;K-RP;AE-RO;AM-B
mip-K-7;mip-K-7-4;K-RP;AE-RO;AM-HB
mip-K-7;mip-K-7-5;K-RP;AE-RO;AM-B
mip-K-7;mip-K-7-6;K-RP;AE-RO;AM-B
mip-K-7;mip-K-7-7;K-RP;AE-RO;AM-B
mip-K-7;mip-K-7-8;K-RP;AE-RO;AM-B
mip-K-7;mip-K-7-9;K-RP;AE-RO;AM-B
mip-K-8;mip-K-8-1;K-RP;AE-RO;AM-S
mip-K-8;mip-K-8-2;K-RP;AE-RO;AM-I
mip-K-8;mip-K-8-3;K-RP;AE-RO;AM-I
mip-K-8;mip-K-8-4;K-RP;AE-RO;AM-I
mip-K-8;mip-K-8-5;K-RP;AE-RO;AM-S, AM-I
mip-K-9;mip-K-9-1;K-RP;AE-RO;AM-HB
mip-K-9;mip-K-9-2;K-RP;AE-RO;AM-HB
mip-K-9;mip-K-9-3;K-RB;AE-KO;AM-K
mip-K-9;mip-K-9-4;K-RP;AE-RO;AM-HB
mip-K-9;mip-K-9-5;K-RP;AE-KO;AM-K
mip-K-9;mip-K-9-6;K-RP;AE-KO;AM-K
mip-K-9;mip-K-9-7;K-RP;AE-KO;AM-K
mip-K-9;mip-K-9-8;K-RP;AE-KO;AM-K
mip-K-9;mip-K-9-9;K-RP;AE-KO;AM-K
mip-K-10;mip-K-10-1;K-RP;AE-RO;AM-I
mip-K-10;mip-K-10-2;K-RP;AE-RO;AM-I
mip-K-10;mip-K-10-3;K-RP;AE-RO;AM-I
mip-K-10;mip-K-10-4;K-RP;AE-RO;AM-I
mip-K-10;mip-K-10-5;K-RP;AE-RO;AM-I
mip-K-11;mip-K-11-1;K-RP;-;AM-K
mip-K-11;mip-K-11-2;K-RB;AE-RO;AM-I
mip-K-11;mip-K-11-3;K-RP;AE-RO;AM-I
mip-K-11;mip-K-11-4;K-RP;AE-RO;AM-K
mip-K-11;mip-K-11-5;K-RP;AE-RO;AM-K
mip-K-12;mip-K-12-1;K-RP;AE-RO;AM-K
mip-K-12;mip-K-12-2;K-RP;AE-RO;AM-HB
mip-K-12;mip-K-12-3;K-RP;AE-RO;AM-HB
mip-K-13;mip-K-13-1;K-RB;AE-KO;AM-K
mip-K-13;mip-K-13-2;K-RP;AE-RO;AM-HB
mip-K-13;mip-K-13-3;K-RP;AE-RO;AM-HB, AM-I
mip-K-13;mip-K-13-4;K-RP;AE-KO;AM-K
mip-K-13;mip-K-13-5;K-RP;AE-KO;AM-K
mip-K-13;mip-K-13-6;K-RP;AE-RO;AM-HB
mip-K-13;mip-K-13-7;K-RP;AE-RO;AM-HB
mip-K-13;mip-K-13-8;K-RP;AE-RO;AM-HB
mip-K-13;mip-K-13-9;K-RP;AE-RO;AM-S
mip-K-13;mip-K-13-10;K-RP;AE-RO;AM-HB
mip-K-13;mip-K-13-11;K-RP;AE-RO;AM-HB
mip-K-13;mip-K-13-12;K-RP;AE-KO;AM-K
mip-K-14;mip-K-14-1;K-RP;AE-RO;AM-S
mip-K-14;mip-K-14-2;K-RP;AE-KO;AM-K
mip-K-14;mip-K-14-3;K-RP;AE-RO;AM-HB
mip-K-14;mip-K-14-4;K-RB;AE-KO;AM-K
mip-K-14;mip-K-14-5;K-RP;AE-RO;AM-HB
mip-K-15;mip-K-15-1;K-RF;AE-KO;AM-K
mip-K-15;mip-K-15-2;K-RP;AE-KO;AM-K
mip-K-15;mip-K-15-3;K-RP;AE-RO;AM-HB
mip-K-15;mip-K-15-4;K-RP;AE-RO;AM-HB
mip-K-15;mip-K-15-5;K-RP;AE-RO;AM-I, AM-S
mip-K-15;mip-K-15-6;K-RP;AE-RO;AM-B
mip-K-16;mip-K-16-1;K-RP;AE-RO;AM-S
mip-K-16;mip-K-16-2;K-RP;AE-RO;AM-S
mip-K-16;mip-K-16-3;K-RF;AE-KO;AM-K
mip-K-16;mip-K-16-4;K-RP;AE-RO;AM-I
mip-K-16;mip-K-16-5;K-RP;AE-RO;AM-I
mip-K-16;mip-K-16-6;K-RP;AE-RO;AM-I
mip-K-16;mip-K-16-7;K-RP;AE-RO;AM-I
mip-K-16;mip-K-16-8;K-RP;AE-RO;AM-I, AM-S
mip-K-17;mip-K-17-1;K-RP;AE-RO;AM-I
mip-K-17;mip-K-17-2;K-RP;AE-RO;AM-HB
mip-K-17;mip-K-17-3;K-RP;AE-RO;AM-I, AM-HB
mip-K-17;mip-K-17-4;K-RP;AE-RO;AM-I
mip-K-17;mip-K-17-5;K-RP;AE-RO;AM-I
mip-K-17;mip-K-17-6;K-RB;AE-PO;AM-BE
mip-K-17;mip-K-17-7;K-RB;AE-PO;AM-I
mip-K-18;mip-K-18-1;K-RP;AE-RO;AM-HB
mip-K-18;mip-K-18-2;K-RP;AE-RO;AM-B
mip-K-18;mip-K-18-3;K-RP;AE-RO;AM-B
mip-K-18;mip-K-18-4;K-RB;AE-RO;AM-B
mip-K-19;mip-K-19-1;K-RP;AE-RO;AM-S
mip-K-19;mip-K-19-2;K-RP;AE-RO;AM-S
mip-K-19;mip-K-19-3;K-RP;AE-RO;AM-S
mip-K-19;mip-K-19-4;K-RP;AE-RO;AM-HB, AM-S
mip-K-19;mip-K-19-5;K-RP;AE-RO;AM-S
mip-K-19;mip-K-19-6;K-RB;AE-KO;AM-K
mip-K-19;mip-K-19-7;K-RB;AE-PO;AM-BE
mip-K-20;mip-K-20-1;K-RP;AE-KO;AM-K
mip-K-20;mip-K-20-2;K-RP;AE-RO;AM-HB
mip-K-20;mip-K-20-3;K-RP;AE-RO;AM-HB
mip-K-20;mip-K-20-4;K-RP;AE-KO;AM-K
mip-K-20;mip-K-20-5;K-RB;AE-KO;AM-K
mip-K-20;mip-K-20-6;K-RP;AE-RO;AM-HB
mip-K-20;mip-K-20-7;K-RP;AE-KO;AM-K
mip-K-20;mip-K-20-8;K-RB;AE-RO;AM-B
mip-K-20;mip-K-20-9;K-RP;AE-RO;AM-I, AM-B
mip-K-21;mip-K-21-1;K-RP;AE-RO;AM-B
mip-K-21;mip-K-21-2;K-RP;AE-RO;AM-S
mip-K-21;mip-K-21-3;K-RP;AE-RO;AM-I
mip-K-22;mip-K-22-1;K-RP;AE-RO;AM-I
mip-K-22;mip-K-22-2;K-RP;AE-RO;AM-I
mip-K-22;mip-K-22-3;K-RB;AE-PO;AM-I
mip-K-22;mip-K-22-4;K-RP;AE-RO;AM-I
mip-K-22;mip-K-22-5;K-RB;AE-PO;AM-I
mip-K-23;mip-K-23-1;-;AE-KO;AM-K
mip-K-23;mip-K-23-2;-;AE-KO;AM-K
mip-K-23;mip-K-23-3;K-RP;AE-KO;AM-K
mip-K-23;mip-K-23-4;-;AE-KO;AM-K
mip-K-24;mip-K-24-1;-;-;AM-LN
mip-K-24;mip-K-24-2;-;-;AM-LN
mip-K-24;mip-K-24-3;-;-;AM-LN
mip-K-25;mip-K-25-1;-;AE-KO;AM-K
mip-K-25;mip-K-25-2;K-RP;AE-KO;AM-K
mip-K-25;mip-K-25-3;K-RP;AE-RO;AM-HB
mip-K-25;mip-K-25-4;K-RF;AE-RO;AM-HB
mip-K-25;mip-K-25-5;-;AE-KO;AM-K
mip-K-25;mip-K-25-6;K-RB;AE-RO;AM-HB
mip-K-25;mip-K-25-7;K-RP;AE-KO;AM-K
mip-K-25;mip-K-25-8;K-RB;AE-KO;AM-K
mip-K-26;mip-K-26-1;K-RF;AE-KO;AM-K
mip-K-26;mip-K-26-2;K-RP;AE-RO;AM-HB
mip-K-26;mip-K-26-3;K-RP;AE-RO;AM-HB
mip-K-26;mip-K-26-4;K-RP;AE-RO;AM-HB
mip-K-26;mip-K-26-5;K-RP;AE-RO;AM-HB
mip-K-26;mip-K-26-6;K-RP;AE-RO;AM-LN
mip-K-26;mip-K-26-7;K-RP;AE-KO;AM-K
mip-K-26;mip-K-26-8;K-RF;AE-KO;AM-HB
mip-K-27;mip-K-27-1;K-RP;AE-RO;AM-S
mip-K-27;mip-K-27-2;K-RP;AE-RO;AM-I
mip-K-27;mip-K-27-3;K-RP;AE-RO;AM-B
mip-K-27;mip-K-27-4;K-RP;AE-KO;AM-K
mip-K-27;mip-K-27-5;K-RP;AE-RO;AM-HB
mip-K-27;mip-K-27-6;K-RB;AE-PO;AM-I
mip-K-27;mip-K-27-7;K-RF;AE-KO;AM-K
mip-K-27;mip-K-27-8;K-RB;AE-PO;AM-BE
mip-K-28;mip-K-28-1;K-RP;AE-RO;AM-HB
mip-K-28;mip-K-28-2;K-RP;AE-KO;AM-K
mip-K-28;mip-K-28-3;K-RP;AE-RO;AM-HB
mip-K-28;mip-K-28-4;K-RF;AE-KO;AM-K
mip-K-28;mip-K-28-5;K-RP;AE-KO;AM-K
mip-K-28;mip-K-28-6;K-RP;AE-RO;AM-HB
mip-K-28;mip-K-28-7;K-RP;AE-RO;AM-HB
mip-K-28;mip-K-28-8;K-RF;AE-KO;AM-HB
mip-K-29;mip-K-29-1;K-RP;AE-RO;AM-S
mip-K-29;mip-K-29-2;K-RP;AE-RO;AM-S
mip-K-29;mip-K-29-3;K-RP;AE-RO;AM-S
mip-K-29;mip-K-29-4;K-RP;AE-RO;AM-LN
mip-K-29;mip-K-29-5;K-RP;AE-RO;AM-I
mip-K-29;mip-K-29-6;K-RP;AE-RO;AM-S, AM-I
mip-K-30;mip-K-30-1;K-RP;AE-RO;AM-S
mip-K-30;mip-K-30-2;K-RP;AE-RO;AM-S
mip-K-30;mip-K-30-3;K-RP;AE-RO;AM-I
mip-K-30;mip-K-30-4;K-RP;AE-RO;AM-I
mip-K-30;mip-K-30-5;K-RP;AE-RO;AM-I
mip-K-30;mip-K-30-6;K-RP;AE-RO;AM-I
mip-K-31;mip-K-31-1;K-RP;AE-KO;AM-HB
mip-K-31;mip-K-31-2;-;AE-KO;AM-LN
mip-K-31;mip-K-31-3;-;AE-KO;AM-LN
mip-K-31;mip-K-31-4;-;AE-KO;AM-LN
mip-K-31;mip-K-31-5;-;AE-KO;AM-LN
mip-K-31;mip-K-31-6;K-RP;AE-RO;AM-I
mip-K-32;mip-K-32-1;K-RP;AE-RO;AM-B
mip-K-32;mip-K-32-2;K-RP;AE-RO;AM-B
mip-K-32;mip-K-32-3;K-RP;AE-RO;AM-HB
mip-K-32;mip-K-32-4;K-RB;AE-RO;AM-B
mip-K-33;mip-K-33-1;K-RP;AE-RO;AM-S
mip-K-33;mip-K-33-2;K-RP;AE-RO;AM-HB
mip-K-33;mip-K-33-3;K-RP;AE-RO;AM-S
mip-K-33;mip-K-33-4;K-RP;AE-RO;AM-S
mip-K-33;mip-K-33-5;K-RP;AE-RO;AM-I
mip-K-34;mip-K-34-1;K-RP;AE-RO;AM-S
mip-K-34;mip-K-34-2;K-RP;AE-RO;AM-I
mip-K-34;mip-K-34-3;K-RP;AE-RO;AM-I
mip-K-34;mip-K-34-4;K-RP;AE-RO;AM-I
mip-K-34;mip-K-34-5;K-RP;AE-RO;AM-I, AM-S
mip-K-34;mip-K-34-6;K-RP;AE-RO;AM-I, AM-S
mip-K-35;mip-K-35-1;K-RP;AE-RO;AM-HB
mip-K-35;mip-K-35-2;K-RP;AE-RO;AM-I
mip-K-35;mip-K-35-3;K-RP;AE-RO;AM-I
mip-K-35;mip-K-35-4;K-RP;AE-RO;AM-I
mip-K-35;mip-K-35-5;K-RB;AE-PO;AM-BE
mip-K-35;mip-K-35-6;K-RB;AE-PO;AM-BE
mip-K-35;mip-K-35-7;K-RB;AE-PO;AM-BE
mip-K-36;mip-K-36-1;K-RP;AE-KO;AM-K
mip-K-36;mip-K-36-2;K-RP;AE-KO;AM-K
mip-K-36;mip-K-36-3;K-RP;AE-RO;AM-HB
mip-K-36;mip-K-36-4;K-RF;AE-RO;AM-HB
mip-K-36;mip-K-36-5;K-RP;AE-RO;AM-HB
mip-K-36;mip-K-36-6;K-RP;AE-RO;AM-S
mip-K-36;mip-K-36-7;K-RP;AE-RO;AM-I
mip-K-36;mip-K-36-8;K-RP;AE-KO;AM-K
mip-K-37;mip-K-37-1;K-RP;AE-RO;AM-I
mip-K-37;mip-K-37-2;K-RP;AE-RO;AM-I
mip-K-37;mip-K-37-3;K-RB;AE-PO;AM-I
mip-K-37;mip-K-37-4;K-RP;AE-RO;AM-I
mip-K-37;mip-K-37-5;K-RP;AE-RO;AM-I
mip-K-37;mip-K-37-6;K-RP;AE-RO;AM-I
mip-K-38;mip-K-38-1;K-RP;AE-KO;AM-K
mip-K-38;mip-K-38-2;K-RB;AE-PO;AM-BE
mip-K-38;mip-K-38-3;K-RB;AE-PO;AM-I
mip-K-38;mip-K-38-4;K-RB;AE-PO;AM-I, AM-M
mip-K-38;mip-K-38-5;K-RB;AE-KO;AM-K
mip-K-38;mip-K-38-6;K-RP;AE-KO;AM-K
mip-K-38;mip-K-38-7;K-RF;AE-KO;AM-K
mip-K-38;mip-K-38-8;K-RF;AE-KO;AM-K
mip-K-38;mip-K-38-9;K-RB;AE-KO;AM-K
mip-K-39;mip-K-39-1;K-RF;AE-KO;AM-K
mip-K-39;mip-K-39-2;K-RP;AE-KO;AM-K
mip-K-39;mip-K-39-3;K-RP;AE-KO;AM-K
mip-K-39;mip-K-39-4;K-RP;AE-KO;AM-HB
mip-K-39;mip-K-39-5;K-RP;AE-RO;AM-HB
mip-K-39;mip-K-39-6;K-RP;AE-KO;AM-K
mip-K-39;mip-K-39-7;K-RP;AE-RO;AM-HB
mip-K-39;mip-K-39-8;K-RP;AE-RO;-
mip-K-39;mip-K-39-9;K-RP;AE-RO;AM-HB
mip-K-40;mip-K-40-1;K-RP;AE-KO;AM-K
mip-K-40;mip-K-40-2;K-RP;AE-RO;AM-HB
mip-K-40;mip-K-40-3;K-RP;AE-RO;AM-K
mip-K-40;mip-K-40-4;K-RP;AE-RO;AM-HB
mip-K-40;mip-K-40-5;K-RP;AE-RO;AM-HB
mip-K-40;mip-K-40-6;K-RF;AE-KO;AM-K
mip-K-41;mip-K-41-1;K-RP;AE-RO;AM-HB
mip-K-41;mip-K-41-2;K-RP;AE-RO;AM-HB
mip-K-41;mip-K-41-3;K-RP;AE-RO;AM-HB
mip-K-41;mip-K-41-4;K-RP;AE-RO;AM-HB
mip-K-42;mip-K-42-1;K-RP;AE-KO;AM-K
mip-K-42;mip-K-42-2;K-RP;AE-KO;AM-K
mip-K-42;mip-K-42-3;K-RF;AE-KO;AM-K
mip-K-42;mip-K-42-4;K-RP;AE-KO;AM-K
mip-K-42;mip-K-42-5;K-RP;AE-RO;AM-HB
mip-K-42;mip-K-42-6;K-RP;AE-RO;AM-HB
mip-K-42;mip-K-42-7;K-RB;AE-KO;AM-K
mip-K-42;mip-K-42-8;K-RB;AE-PO;AM-BE
mip-K-42;mip-K-42-9;-;-;-
mip-K-43;mip-K-43-1;K-RP;AE-RO;AM-HB
mip-K-43;mip-K-43-2;K-RP;AE-RO;AM-HB
mip-K-43;mip-K-43-3;K-RP;AE-RO;AM-I, AM-M
mip-K-43;mip-K-43-4;K-RP;AE-KO;AM-K
mip-K-43;mip-K-43-5;K-RP;AE-RO;AM-HB
mip-K-43;mip-K-43-6;K-RB;AE-KO;-
mip-K-43;mip-K-43-7;K-RP;AE-RO;AM-HB
mip-K-43;mip-K-43-8;K-RP;AE-RO;AM-HB
mip-K-44;mip-K-44-1;K-RP;AE-RO;AM-HB
mip-K-44;mip-K-44-2;K-RP;AE-RO;AM-S
mip-K-44;mip-K-44-3;K-RP;AE-RO;AM-S
mip-K-44;mip-K-44-4;K-RP;AE-RO;AM-S
mip-K-44;mip-K-44-5;K-RF;AE-KO;AM-K
mip-K-44;mip-K-44-6;K-RP;AE-RO;AM-I
mip-K-44;mip-K-44-7;K-RP;AE-RO;AM-I
mip-K-44;mip-K-44-8;K-RP;AE-RO;AM-I
mip-K-44;mip-K-44-9;K-RP;AE-RO;AM-I, AM-S
mip-K-45;mip-K-45-1;K-RP;AE-RO;AM-B
mip-K-45;mip-K-45-2;K-RF;AE-RO;AM-HB
mip-K-45;mip-K-45-3;K-RP;AE-KO;AM-K
mip-K-45;mip-K-45-4;K-RP;AE-RO;AM-HB
mip-K-45;mip-K-45-5;K-RB;AE-RO;AM-I
mip-K-45;mip-K-45-6;K-RP;AE-RO;AM-I
mip-K-45;mip-K-45-7;K-RB;AE-PO;AM-M
mip-K-45;mip-K-45-8;K-RB, K-RP;AE-PO, AE-RO;AM-M, AM-I
mip-K-46;mip-K-46-1;K-RP;AE-RO;AM-S
mip-K-46;mip-K-46-2;K-RP;AE-RO;AM-S
mip-K-46;mip-K-46-3;K-RF;AE-KO;AM-K
mip-K-46;mip-K-46-4;K-RB;AE-RO;AM-B
mip-K-46;mip-K-46-5;K-RB;AE-RO;AM-B
mip-K-46;mip-K-46-6;K-RB;AE-KO;AM-K
mip-K-46;mip-K-46-7;K-RB;AE-RO;AM-K
mip-K-46;mip-K-46-8;K-RF;AE-RO;AM-K
mip-K-47;mip-K-47-1;K-RP;AE-RO;AM-HB
mip-K-47;mip-K-47-2;K-RB;AE-PO;AM-I
mip-K-47;mip-K-47-3;K-RB;AE-PO;AM-I
mip-K-47;mip-K-47-4;K-RP;AE-KO;AM-K
mip-K-47;mip-K-47-5;K-RP;AE-RO;AM-HB
mip-K-47;mip-K-47-6;K-RP;AE-KO;AM-K
mip-K-47;mip-K-47-7;K-RP;AE-KO;AM-K
mip-K-48;mip-K-48-1;K-RP;AE-RO;AM-HB
mip-K-48;mip-K-48-2;K-RP;AE-RO;AM-HB
mip-K-49;mip-K-49-1;K-RP;AE-RO;AM-S
mip-K-49;mip-K-49-2;K-RP;AE-RO;AM-B
mip-K-49;mip-K-49-3;K-RP;AE-RO;AM-S, AM-B
mip-K-50;mip-K-50-1;K-RP;AE-RO;AM-HB
mip-K-50;mip-K-50-2;K-RP;AE-KO;AM-K
mip-K-50;mip-K-50-3;K-RP;AE-RO;AM-S
mip-K-50;mip-K-50-4;K-RP;AE-RO;AM-S
mip-K-50;mip-K-50-5;K-RP;AE-RO;AM-B
mip-K-50;mip-K-50-6;K-RP;AE-RO;AM-B
mip-K-51;mip-K-51-1;K-RP;AE-RO;AM-HB
mip-K-51;mip-K-51-2;K-RP;AE-RO;AM-HB
mip-K-51;mip-K-51-3;K-RP;AE-RO;AM-LN
mip-K-51;mip-K-51-4;K-RP;AE-RO;AM-HB
mip-K-51;mip-K-51-5;K-RP;AE-RO;AM-I
mip-K-51;mip-K-51-6;K-RP;AE-RO;AM-HB
mip-K-51;mip-K-51-7;K-RB;AE-PO;AM-BE
mip-K-51;mip-K-51-8;K-RP;AE-RO;AM-LN
mip-K-51;mip-K-51-9;K-RP;AE-RO;AM-I
mip-K-51;mip-K-51-10;K-RP;AE-RO;AM-HB
mip-K-51;mip-K-51-11;K-RP;AE-KO;AM-K
mip-K-51;mip-K-51-12;K-RP;AE-KO;AM-K
mip-K-51;mip-K-51-13;K-RP;AE-RO;AM-HB
mip-K-51;mip-K-51-14;K-RF;AE-KO;AM-K
mip-K-51;mip-K-51-15;K-RB;AE-RO;AM-HB
mip-K-51;mip-K-51-16;K-RP;AE-RO;AM-K
mip-K-51;mip-K-51-17;K-RB;AE-RO;AM-I, AM-HB
mip-K-51;mip-K-51-18;K-RP;AE-RO;AM-HB
mip-K-52;mip-K-52-1;-;AE-KO;AM-K
mip-K-52;mip-K-52-2;K-RF;AE-KO;AM-K
mip-K-52;mip-K-52-3;K-RF;AE-KO;AM-K
mip-K-52;mip-K-52-4;-;AE-KO;AM-K
mip-K-52;mip-K-52-5;K-RP;AE-RO;AM-HB
mip-K-52;mip-K-52-6;K-RF;AE-KO;AM-HB
mip-K-52;mip-K-52-7;K-RF;AE-KO;AM-K
mip-K-52;mip-K-52-8;K-RP;AE-RO;AM-HB
mip-K-52;mip-K-52-9;K-RB;AE-KO;AM-K
mip-K-52;mip-K-52-10;K-RF;AE-KO;AM-K
mip-K-52;mip-K-52-11;K-RB;AE-PO;AM-I
mip-K-52;mip-K-52-12;K-RB;AE-PO;AM-I
mip-K-53;mip-K-53-1;K-RP;AE-RO;AM-S
mip-K-53;mip-K-53-2;K-RP;AE-RO;AM-S
mip-K-53;mip-K-53-3;K-RP;AE-RO;AM-S
mip-K-53;mip-K-53-4;K-RP;AE-RO;AM-I
mip-K-53;mip-K-53-5;K-RP;AE-RO;AM-I
mip-K-53;mip-K-53-6;K-RP;AE-RO;AM-I, AM-S
mip-K-53;mip-K-53-7;K-RP;AE-RO;AM-I
mip-K-54;mip-K-54-1;K-RP;AE-RO;AM-I
mip-K-54;mip-K-54-2;K-RP, K-RB;AE-RO, AE-PO;AM-I, AM-M
mip-K-54;mip-K-54-3;K-RP;AE-RO;AM-HB
mip-K-54;mip-K-54-4;K-RP;AE-RO;AM-HB
mip-K-54;mip-K-54-5;K-RP;AE-RO;AM-LN
mip-K-54;mip-K-54-6;K-RP;AE-RO;AM-HB
mip-K-54;mip-K-54-7;K-RB;AE-PO;AM-BE
mip-K-54;mip-K-54-8;K-RP;AE-RO;AM-I
mip-K-54;mip-K-54-9;K-RF;AE-KO;AM-K
mip-K-55;mip-K-55-1;K-RP;AE-RO;AM-I
mip-K-55;mip-K-55-2;K-RP;AE-RO;AM-S
mip-K-55;mip-K-55-3;K-RP;AE-RO;AM-I
mip-K-55;mip-K-55-4;K-RP;AE-RO;AM-I, AM-S
mip-K-55;mip-K-55-5;K-RP;AE-RO;AM-I, AM-S
mip-K-56;mip-K-56-1;K-RP;AE-RO;AM-S
mip-K-56;mip-K-56-2;K-RP;AE-RO;AM-S
mip-K-56;mip-K-56-3;K-RP;AE-RO;AM-S
mip-K-56;mip-K-56-4;K-RF;AE-KO;AM-K
mip-K-56;mip-K-56-5;K-RP;AE-RO;AM-S
mip-K-56;mip-K-56-6;K-RP;AE-RO;AM-I
mip-K-56;mip-K-56-7;K-RB;AE-PO;AM-BE
mip-K-56;mip-K-56-8;K-RF;AE-KO;AM-K
mip-K-57;mip-K-57-1;K-RP;AE-RO;AM-S
mip-K-57;mip-K-57-2;K-RP;AE-RO;AM-S
mip-K-57;mip-K-57-3;K-RP;AE-RO;AM-S
mip-K-57;mip-K-57-4;K-RP;AE-RO;AM-S
mip-K-57;mip-K-57-5;K-RP;AE-RO;AM-S
mip-K-58;mip-K-58-1;K-RP;AE-RO;AM-HB
mip-K-58;mip-K-58-2;K-RP;AE-RO;AM-HB
mip-K-58;mip-K-58-3;K-RP;AE-RO;AM-K
mip-K-58;mip-K-58-4;K-RP;AE-RO;AM-HB
mip-K-58;mip-K-58-5;K-RP;AE-RO;AM-I
mip-K-58;mip-K-58-6;K-RP;AE-RO;AM-HB
mip-K-59;mip-K-59-1;K-RB;AE-PO;AM-I
mip-K-59;mip-K-59-2;K-RP;AE-RO;AM-I
mip-K-59;mip-K-59-3;K-RP;AE-RO;AM-I
mip-K-59;mip-K-59-4;K-RP;AE-RO;AM-I
mip-K-59;mip-K-59-5;K-RP;AE-RO;AM-I
mip-K-59;mip-K-59-6;K-RP;AE-RO;AM-I
mip-K-60;mip-K-60-1;K-RF;AE-KO;AM-K
mip-K-60;mip-K-60-2;K-RP;AE-KO;AM-K
mip-K-60;mip-K-60-3;K-RP;AE-KO;AM-K
mip-K-60;mip-K-60-4;K-RF;AE-KO;AM-K
mip-K-60;mip-K-60-5;K-RP;AE-KO;AM-K
mip-K-60;mip-K-60-6;K-RP;AE-KO;-
mip-K-60;mip-K-60-7;K-RP;AE-KO;-
mip-K-60;mip-K-60-8;K-RF;AE-KO;AM-K
mip-K-60;mip-K-60-9;K-RP;AE-KO;AM-K
mip-K-60;mip-K-60-10;K-RP;AE-RO;AM-HB
mip-K-60;mip-K-60-11;K-RF;AE-RO;AM-HB
mip-K-61;mip-K-61-1;K-RF;AE-KO;AM-K
mip-K-61;mip-K-61-2;K-RP;AE-KO;AM-K
mip-K-61;mip-K-61-3;K-RP;AE-RO;AM-HB
mip-K-61;mip-K-61-4;K-RF;AE-RO;AM-HB
mip-K-61;mip-K-61-5;K-RP;AE-RO;AM-HB
mip-K-61;mip-K-61-6;K-RP;AE-RO;AM-HB
mip-K-61;mip-K-61-7;K-RP;AE-RO;AM-HB
mip-K-61;mip-K-61-8;K-RF;AE-RO;AM-HB
mip-K-61;mip-K-61-9;K-RF;AE-KO;AM-K
mip-K-61;mip-K-61-10;K-RP;AE-RO;AM-K
mip-K-61;mip-K-61-11;K-RP;AE-RO;AM-HB
mip-K-61;mip-K-61-12;K-RP;AE-RO;AM-K
mip-K-61;mip-K-61-13;K-RP;AE-RO;AM-HB
mip-K-62;mip-K-62-1;K-RF;AE-KO;AM-K
mip-K-62;mip-K-62-2;K-RP;AE-RO;AM-HB
mip-K-62;mip-K-62-3;K-RP;AE-RO;AM-HB
